;idequipos;modelo;area;marca;nombre_sede;categoria;fecha_registro;fecha_mant;observaciones
613;3249;SONOTRAX II PRO;Consultorio 1;EDAN ;CHITAGÁ;Doppler fetal;4/03/2021;31/03/2021 14:43;Equipo funcionando correctamente 
614;3249;SONOTRAX II PRO;Consultorio 1;EDAN ;CHITAGÁ;Doppler fetal;4/03/2021;2/06/2021 9:07;Equipo funcionando correctamente 
615;3271;SONOTRAX II PRO;Consultorio Médico;EDAN ;CÁCOTA;Doppler fetal;4/03/2021;1/04/2021 11:20;Equipo en buen estado 
616;3271;SONOTRAX II PRO;Consultorio Médico;EDAN ;CÁCOTA;Doppler fetal;4/03/2021;2/06/2021 16:52;Equipo funcionando q
617;3272;SONOTRAX II PRO;Enfermería;EDAN ;CÁCOTA;Doppler fetal;4/03/2021;1/04/2021 11:07;Equipo funcionando correctamente 
618;3272;SONOTRAX II PRO;Enfermería;EDAN ;CÁCOTA;Doppler fetal;4/03/2021;2/06/2021 15:58;Equipo funcionando correctamente 
619;3275;SONOTRAX II PRO;P Y P;EDAN ;PAMPLONITA;Doppler fetal;4/03/2021;29/07/2021 11:24;El equipo funciona correctamente 
620;3276;SONOTRAX II PRO;Urgencias;EDAN ;PAMPLONITA;Doppler fetal;4/03/2021;29/07/2021 10:23;Equipo funcionando correctamente 
621;6902;SONOTRAX II PRO;Estación Enfermería;EDAN ;Pamplona;Doppler fetal;16/07/2021;16/07/2021 14:53;Equipo funcionando correctamente
622;6903;SONOTRAX II PRO;Estación Enfermería;EDAN ;Pamplona;Doppler fetal;16/07/2021;16/07/2021 14:54;Equipo funcionando correctamente
623;326;F3;Sala ERA;EDAN ;Pamplona;Monitor Fetal;11/12/2019;23/04/2020 15:58;Equipo funcionando correctamente
624;326;F3;Sala ERA;EDAN ;Pamplona;Monitor Fetal;11/12/2019;21/07/2020 9:02;Equipo funcionando correctamente
625;326;F3;Sala ERA;EDAN ;Pamplona;Monitor Fetal;11/12/2019;26/10/2020 10:46;Equipo funcionando adecuadamente
Marcador de eventos no funciona;" se encuentra en mantenimiento""";;;;;;;;
626;326;F3;Sala ERA;EDAN ;Pamplona;Monitor Fetal;11/12/2019;20/05/2021 11:41;Equipo funcionando correctamente
627;670;F3;Cuarto Medico;EDAN ;Tibú;Monitor Fetal;24/01/2020;2/02/2020 17:49;Funciona correctamente 
628;670;F3;Cuarto Medico;EDAN ;Tibú;Monitor Fetal;24/01/2020;21/06/2020 17:38;Funcionando correctamente
629;670;F3;Cuarto Medico;EDAN ;Tibú;Monitor Fetal;24/01/2020;23/10/2020 8:30;Funcionando Correctamente, se recomienda colocar correctamente el papel para evitar medidas erroneas
630;670;F3;Cuarto Medico;EDAN ;Tibú;Monitor Fetal;24/01/2020;26/02/2021 11:17;Funciona correctamente
631;670;F3;Cuarto Medico;EDAN ;Tibú;Monitor Fetal;24/01/2020;28/06/2021 8:46;Funciona correctamente
632;2057;F3;Sala de Partos;EDAN ;El Tarra;Monitor Fetal;20/08/2020;17/03/2021 17:13;Funciona correctamente
633;2083;F3;Sala de Partos;EDAN ;Las Mercedes;Monitor Fetal;10/09/2020;11/12/2020 21:17;Funciona correctamente
634;2083;F3;Sala de Partos;EDAN ;Las Mercedes;Monitor Fetal;10/09/2020;28/04/2021 9:59;Funciona correctamente
635;2121;F3;Sala de Partos;EDAN ;Bucarasica;Monitor Fetal;21/09/2020;11/12/2020 1:20;Ajuste de parámetros, funcionando correctamente.
636;2121;F3;Sala de Partos;EDAN ;Bucarasica;Monitor Fetal;21/09/2020;27/04/2021 8:05;Funciona correctamente
637;2463;F3;Sala de Partos;EDAN ;Sardinata;Monitor Fetal;27/10/2020;11/12/2020 13:57;Funcionando correctamente
638;2463;F3;Sala de Partos;EDAN ;Sardinata;Monitor Fetal;27/10/2020;29/04/2021 9:41;Funciona correctamente
639;2887;F3;Sala de Partos;EDAN ;Villa Caro;Monitor Fetal;1/03/2021;24/02/2021 17:13;Equipo sin papel
640;3247;F3;Enfermería;EDAN ;CHITAGÁ;Monitor Fetal;4/03/2021;31/03/2021 16:19;Equipo funcionando correctamente 
641;3247;F3;Enfermería;EDAN ;CHITAGÁ;Monitor Fetal;4/03/2021;2/06/2021 9:40;Equipo funcionando correctamente 
642;3261;F3;Consultorio Médico;EDAN ;CÁCOTA;Monitor Fetal;4/03/2021;1/04/2021 11:13;Equipo funcionando correctamente 
643;3261;F3;Consultorio Médico;EDAN ;CÁCOTA;Monitor Fetal;4/03/2021;2/06/2021 16:19;Equipo funcionando correctamente 
644;3274;F3;Sala de Partos;EDAN ;PAMPLONITA;Monitor Fetal;4/03/2021;29/07/2021 11:13;El equipo funciona correctamente 
645;5578;F3;Sala De Monitoreo Fetal;EDAN ;Pamplona;Monitor Fetal;12/05/2021;16/07/2021 14:39;Equipo funcionando correctamente
646;5673;F3;Sala de Partos;EDAN ;PAMPLONITA;Monitor Fetal;13/05/2021;29/07/2021 11:14;El equipo funciona correctamente 
647;5800;F3;Sala de Partos;EDAN ;SILOS;Monitor Fetal;13/05/2021;4/06/2021 12:32;Equipo funcionando correctamente 
648;5985;F3;Consultorio Médico;EDAN ;MUTISCUA;Monitor Fetal;13/05/2021;4/06/2021 11:45;Equipo funcionando correctamente 
649;691;M3;Sala de Partos;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;2/02/2020 18:33;Funciona correctamente 
650;691;M3;Sala de Partos;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;21/06/2020 15:45;Funcionando correctamente
651;691;M3;Sala de Partos;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;22/10/2020 16:30;Funciona Correctamente.
652;691;M3;Sala de Partos;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;26/02/2021 12:29;Funciona correctamente
653;691;M3;Sala de Partos;EDAN ;Tibú;Monitor de Signos Vitales;24/01/2020;27/06/2021 11:56;Funciona correctamente
654;937;M9;Procedimientos;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;30/01/2020 15:20;Falta sensor SPO2
Falta cable ECG ;;;;;;;;;
Falta sensor Temp;;;;;;;;;
"Funcional""";;;;;;;;;
655;937;M9;Procedimientos;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;5/06/2020 10:51;Funciona correctamente 
656;937;M9;Procedimientos;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;25/09/2020 9:34;Funciona correctamente
657;937;M9;Procedimientos;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;19/01/2021 11:13;Se realizó cambio de brazalete 1 Vía, el equipo no cuenta con sensor Spo2, Ni cable ECG, sólo funciona NiBp Correctamente
658;937;M9;Procedimientos;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;21/05/2021 11:32;Funciona correctamente
"Requiere sensor pediátrico""";;;;;;;;;
659;995;M9;Reanimación;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;30/01/2020 12:02;Cable y conector ECG dañado 
660;995;M9;Reanimación;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;5/06/2020 9:45;Equupo sin sensores (spo2, temperatura,) equipo sin conector de ECG
"Funciona correctamente """;;;;;;;;;
661;995;M9;Reanimación;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;25/09/2020 14:05;Se realizó cambio de brazalete . Equipo requiere Sensor SPO2, cable ECG
662;995;M9;Reanimación;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;19/01/2021 10:43;Calibración parámetros Nibp, funciona correctamente
663;995;M9;Reanimación;EDAN ;Puerto Santander;Monitor de Signos Vitales;5/02/2020;21/05/2021 11:26;Funciona correctamente
664;2152;M9;Procedimientos;EDAN ;Campo Dos;Monitor de Signos Vitales;23/09/2020;19/03/2021 10:30;Función correctamente
665;2152;M9;Procedimientos;EDAN ;Campo Dos;Monitor de Signos Vitales;23/09/2020;21/07/2021 14:16;Se realiza cambio de pulsoximetro, equipo funcional.
666;808;SONOTRAX BASIC A;PYP;EDAN ;La Gabarra;Doppler fetal;29/01/2020;28/01/2021 1:32;Funciona correctamente
667;808;SONOTRAX BASIC A;PYP;EDAN ;La Gabarra;Doppler fetal;29/01/2020;26/05/2021 16:59;Funciona correctamente
668;1425;SONOTRAX BASIC A;Consultorio 2;EDAN ;El Tarra;Doppler fetal;24/04/2020;16/03/2021 21:37;Funciona correctamente
669;1767;SONOTRAX BASIC A;Sala de Partos;EDAN ;El Tarra;Doppler fetal;9/06/2020;17/03/2021 17:04;Requiere cambio de transductor
670;1768;SONOTRAX BASIC A;Consultorio 2;EDAN ;El Tarra;Doppler fetal;9/06/2020;17/03/2021 17:01;Transductor dañado requiere cambio
671;1841;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;21/06/2020;21/06/2020 18:30;Funcionando correctamente
672;1841;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;21/06/2020;23/10/2020 8:27;Funciona correctamente
673;1841;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;21/06/2020;26/02/2021 15:29;Funciona correctamente
674;1841;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;21/06/2020;27/06/2021 15:25;Funciona correctamente
675;1844;SONOTRAX BASIC A;Triage;EDAN ;Tibú;Doppler fetal;22/06/2020;22/06/2020 14:52;Funciona correctamente
676;1844;SONOTRAX BASIC A;Triage;EDAN ;Tibú;Doppler fetal;22/06/2020;23/10/2020 9:45;Funciona correctamente
677;1844;SONOTRAX BASIC A;Triage;EDAN ;Tibú;Doppler fetal;22/06/2020;26/02/2021 11:05;Funciona correctamente
678;1844;SONOTRAX BASIC A;Triage;EDAN ;Tibú;Doppler fetal;22/06/2020;28/06/2021 8:50;Funciona correctamente
679;1845;SONOTRAX BASIC A;Consultorio 2;EDAN ;Tibú;Doppler fetal;22/06/2020;22/06/2020 15:03;Funciona correctamente
680;1845;SONOTRAX BASIC A;Consultorio 2;EDAN ;Tibú;Doppler fetal;22/06/2020;26/10/2020 8:04;Funciona correctamente 
681;1845;SONOTRAX BASIC A;Consultorio 2;EDAN ;Tibú;Doppler fetal;22/06/2020;26/02/2021 12:01;Funciona correctamente
682;1845;SONOTRAX BASIC A;Consultorio 2;EDAN ;Tibú;Doppler fetal;22/06/2020;28/06/2021 8:53;Funciona correctamente
683;1849;SONOTRAX BASIC A;Atención Al Usuario;EDAN ;Tibú;Doppler fetal;22/06/2020;22/06/2020 22:26;Funcionando Correctamente
684;1849;SONOTRAX BASIC A;Atención Al Usuario;EDAN ;Tibú;Doppler fetal;22/06/2020;23/10/2020 16:34;Funciona correctamente
685;1849;SONOTRAX BASIC A;Atención Al Usuario;EDAN ;Tibú;Doppler fetal;22/06/2020;28/06/2021 21:45;Funciona correctamente.
686;2073;SONOTRAX BASIC A;Reanimación;EDAN ;Las Mercedes;Doppler fetal;9/09/2020;11/12/2020 13:03;Cable de transductor desgastado, funcional
687;2073;SONOTRAX BASIC A;Reanimación;EDAN ;Las Mercedes;Doppler fetal;9/09/2020;28/04/2021 9:27;Cable de transductor desgastado, equipo funcional
688;2359;SONOTRAX BASIC A;Consultorio 1;EDAN ;La Gabarra;Doppler fetal;1/10/2020;28/01/2021 1:32;Funciona correctamente
689;2359;SONOTRAX BASIC A;Consultorio 1;EDAN ;La Gabarra;Doppler fetal;1/10/2020;26/05/2021 8:42;Funciona correctamente
690;2504;SONOTRAX BASIC A;Procedimientos;EDAN ;Filogringo ;Doppler fetal;29/10/2020;16/03/2021 13:03;Requiere cambio de transductor 
691;2530;SONOTRAX BASIC A;Consultorio 3;EDAN ;El Tarra;Doppler fetal;11/11/2020;16/03/2021 20:21;funciona correctamente
692;2615;SONOTRAX BASIC A;OES 064;EDAN ;Sardinata;Doppler fetal;26/11/2020;30/04/2021 10:49;Cable de transductor desgastado, equipo funcional sin distorsión.
693;2794;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;25/02/2021;25/02/2021 18:40;Funciona correctamente
694;2794;SONOTRAX BASIC A;Estación Enfermería;EDAN ;Tibú;Doppler fetal;25/02/2021;28/06/2021 20:29;Funciona correctamente.
695;2795;SONOTRAX BASIC A;Consultorio 3;EDAN ;Tibú;Doppler fetal;25/02/2021;25/02/2021 18:44;Requiere cambio de transductor
696;2795;SONOTRAX BASIC A;Consultorio 3;EDAN ;Tibú;Doppler fetal;25/02/2021;28/06/2021 18:02;Cable de transductor desgastado, se realiza reparación para preservar su funcionamiento, funciona correctamente
697;2800;SONOTRAX BASIC A;COVID-19;EDAN ;Tibú;Doppler fetal;27/02/2021;27/02/2021 8:35;Funciona correctamente
698;2800;SONOTRAX BASIC A;COVID-19;EDAN ;Tibú;Doppler fetal;27/02/2021;28/06/2021 10:34;Funciona correctamente
699;2894;SONOTRAX BASIC A;Consultorio Médico;EDAN ;Villa Caro;Doppler fetal;1/03/2021;24/02/2021 16:37;Funciona correctamente
700;2946;SONOTRAX BASIC A;Consultorio Médico;EDAN ;San Cayetano;Doppler fetal;1/03/2021;26/07/2021 15:51;Requiere cambio de transductor 
701;3130;SONOTRAX BASIC A;Consultorio Médico;EDAN ;Lourdes;Doppler fetal;2/03/2021;23/04/2021 13:52;Transductor en mal estado . Requiere cambio
702;3197;SONOTRAX BASIC A;Consultorio 2;EDAN ;Salazar;Doppler fetal;2/03/2021;10/05/2021 7:11;Requiere cambio de transductor
703;3205;SONOTRAX BASIC A;Urgencias;EDAN ;Salazar;Doppler fetal;2/03/2021;10/05/2021 15:42;Requiere cambio de transductor
704;3356;SONOTRAX BASIC A;Procedimientos;EDAN ;PACELLI;Doppler fetal;16/03/2021;16/03/2021 23:07;Requiere cambio de transductor
705;3356;SONOTRAX BASIC A;Procedimientos;EDAN ;PACELLI;Doppler fetal;16/03/2021;26/06/2021 9:06;Funciona correctamente
706;3357;SONOTRAX BASIC A;P Y P;EDAN ;PACELLI;Doppler fetal;16/03/2021;16/03/2021 23:00;Funciona correctamente
707;3357;SONOTRAX BASIC A;P Y P;EDAN ;PACELLI;Doppler fetal;16/03/2021;26/06/2021 8:57;Transductor funcional pero con mucho ruido, interferencia causada por tierras defectuosas al interior del transductor.
708;3380;SONOTRAX BASIC A;P Y P;EDAN ;Campo Dos;Doppler fetal;19/03/2021;19/03/2021 10:08;Funciona correctamente
709;3380;SONOTRAX BASIC A;P Y P;EDAN ;Campo Dos;Doppler fetal;19/03/2021;21/07/2021 15:45;Funciona correctamente
710;2708;IM8;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;10/02/2021;26/02/2021 20:15;Funciona correctamente
711;2709;IM8;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;10/02/2021;26/02/2021 20:13;Funciona correctamente
712;2710;IM8;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;10/02/2021;26/02/2021 20:12;Funciona correctamente
713;2711;IM8;COVID-19;EDAN ;Tibú;Monitor de Signos Vitales;10/02/2021;26/02/2021 20:10;Funciona correctamente
714;6672;IM8;OES 117;EDAN ;Puerto Santander;Monitor de Signos Vitales;22/05/2021;22/05/2021 19:40;Funciona correctamente
715;23;AT-1;Sala de Partos;Schiller;Bucarasica;Electrocardiógrafo;29/04/2019;11/12/2020 1:17;Funciona correctamente
716;23;AT-1;Sala de Partos;Schiller;Bucarasica;Electrocardiógrafo;29/04/2019;27/04/2021 8:04;Funciona correctamente
717;104;AT-1;Urgencias;Schiller;Bucarasica;Electrocardiógrafo;21/06/2019;11/12/2020 1:07;Funciona correctamente
718;104;AT-1;Urgencias;Schiller;Bucarasica;Electrocardiógrafo;21/06/2019;27/04/2021 7:48;Funciona correctamente
719;135;AT-1;Urgencias;Schiller;Sardinata;Electrocardiógrafo;1/08/2019;9/12/2020 0:29;Funcionando correctamente
720;135;AT-1;Urgencias;Schiller;Sardinata;Electrocardiógrafo;1/08/2019;26/04/2021 20:34;Se envía a laboratorio de mantenimiento para realizar correctivo
721;674;AT-1;Sala de Partos;Schiller;Tibú;Electrocardiógrafo;24/01/2020;2/02/2020 18:22;Funciona correctamente 
722;674;AT-1;Sala de Partos;Schiller;Tibú;Electrocardiógrafo;24/01/2020;21/06/2020 16:12;Funciona correctamente
723;674;AT-1;Sala de Partos;Schiller;Tibú;Electrocardiógrafo;24/01/2020;22/10/2020 16:19;Funciona Correctamente.
724;674;AT-1;Sala de Partos;Schiller;Tibú;Electrocardiógrafo;24/01/2020;26/02/2021 12:35;Funciona correctamente
725;674;AT-1;Sala de Partos;Schiller;Tibú;Electrocardiógrafo;24/01/2020;27/06/2021 14:09;Funciona correctamente
726;728;AT-1;Reanimación;Schiller;Tibú;Electrocardiógrafo;24/01/2020;2/02/2020 14:50;Funciona correctamente 
727;728;AT-1;Reanimación;Schiller;Tibú;Electrocardiógrafo;24/01/2020;22/06/2020 9:49;Funcionando correctamente
728;728;AT-1;Reanimación;Schiller;Tibú;Electrocardiógrafo;24/01/2020;23/10/2020 8:17;Funciona correctamente
729;728;AT-1;Reanimación;Schiller;Tibú;Electrocardiógrafo;24/01/2020;26/02/2021 10:41;Funciona correctamente, se realizó prueba con simulador de ECG para verificar su funcionamiento.
730;728;AT-1;Reanimación;Schiller;Tibú;Electrocardiógrafo;24/01/2020;27/06/2021 16:51;Funciona correctamente
731;878;AT-1;Estación Enfermería;Schiller;Tibú;Electrocardiógrafo;31/01/2020;2/02/2020 13:00;Función correctamente 
732;878;AT-1;Estación Enfermería;Schiller;Tibú;Electrocardiógrafo;31/01/2020;21/06/2020 18:21;"Equipo con falla en tarjeta electrónica de la fuente ""varistor"" dañado."
Equipo debe ser remitido al laboratorio de mantenimiento ;;;;;;;;;
"Funciona correctamente""";;;;;;;;;
733;878;AT-1;Estación Enfermería;Schiller;Tibú;Electrocardiógrafo;31/01/2020;23/10/2020 8:22;Equipo remitido a laboratorio de mantenimiento
734;878;AT-1;Estación Enfermería;Schiller;Tibú;Electrocardiógrafo;31/01/2020;26/02/2021 15:23;Equipo enviado a mantenimiento correctivo . Daño en tarjeta de poder
735;878;AT-1;Estación Enfermería;Schiller;Tibú;Electrocardiógrafo;31/01/2020;27/06/2021 15:11;Funciona correctamente
736;907;AT-1;Cuarto Medico;Schiller;Tibú;Electrocardiógrafo;31/01/2020;2/02/2020 20:24;Funciona correctamente 
737;907;AT-1;Cuarto Medico;Schiller;Tibú;Electrocardiógrafo;31/01/2020;22/06/2020 12:06;Funciona correctamente
738;907;AT-1;Cuarto Medico;Schiller;Tibú;Electrocardiógrafo;31/01/2020;26/02/2021 11:35;Requiere cable ECG
739;907;AT-1;Cuarto Medico;Schiller;Tibú;Electrocardiógrafo;31/01/2020;27/06/2021 16:24;Equipo no posee cable ECG, sin funcionamiento
740;992;AT-1;Reanimación;Schiller;Puerto Santander;Electrocardiógrafo;5/02/2020;30/01/2020 11:51;Conector cable ECG presenta desgaste
741;992;AT-1;Reanimación;Schiller;Puerto Santander;Electrocardiógrafo;5/02/2020;5/06/2020 13:50;Cable latigillos ECG mal estado
742;992;AT-1;Reanimación;Schiller;Puerto Santander;Electrocardiógrafo;5/02/2020;25/09/2020 9:51;Funciona correctamente
743;992;AT-1;Reanimación;Schiller;Puerto Santander;Electrocardiógrafo;5/02/2020;19/01/2021 10:06;Cable Ecg desgastado, funciona correctamente
744;992;AT-1;Reanimación;Schiller;Puerto Santander;Electrocardiógrafo;5/02/2020;21/05/2021 10:18;Funciona correctamente
745;1034;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;22/06/2020 17:41;Se encontró el equipo en Cons Ext- Sala de procedimientos.
"Funcionando Correctamente""";;;;;;;;;
746;1034;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;23/10/2020 16:45;El equipo funciona correctamente
"Se encuentra en uso de Área de expansión""";;;;;;;;;
747;1034;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;27/02/2021 7:52;Funciona correctamente
748;1034;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;28/06/2021 10:33;Funciona correctamente
749;1035;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;22/06/2020 17:40;Se encontró el equipo en Cons Ext- Sala de procedimientos.
"Funcionando Correctamente""";;;;;;;;;
750;1035;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;23/10/2020 16:46;El equipo funciona correctamente
Se encuentra en uso de Área de expansión;;;;;;;;;
Se recomienda limpiar correctamente los electrodos;" chupas y palas luego de realizar un examen para que el gel no se cristalice y haga buen contacto.""";;;;;;;;
751;1035;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;27/02/2021 8:50;Funciona correctamente
752;1035;AT-1;COVID-19;Schiller;Tibú;Electrocardiógrafo;26/02/2020;28/06/2021 10:34;Funciona correctamente
753;1036;AT-1;Quirofanos;Schiller;Tibú;Electrocardiógrafo;26/02/2020;21/06/2020 17:16;Funciona correctamente
;;;;;;;;;
;;;;;;;;;
"Equipo Funcionando correctamente""";;;;;;;;;
794;738;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;24/01/2020;22/10/2020 16:30;Funciona correctamente
795;738;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;24/01/2020;26/02/2021 12:32;Base ajuste atril vencida
"Equipo funcional""";;;;;;;;;
796;738;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;24/01/2020;27/06/2021 14:14;Base de carga partida, equipo funcional
797;841;323;Sala de Partos;BODY GUARD;La Gabarra;Bomba de Infusión;29/01/2020;28/01/2021 10:07;Resorte de prisionero para tapa puerta partido, no cierra correctamente. Carcasa partida sin soporte para atril( Pegado con cinta).
"Equipo fuera de servicio""";;;;;;;;;
798;841;323;Sala de Partos;BODY GUARD;La Gabarra;Bomba de Infusión;29/01/2020;26/05/2021 16:57;Equipó debe ser enviado a laboratorio de mantenimiento para su respectivo arreglo
799;904;323;Observación Hombres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;2/02/2020 15:15;Funciona correctamente 
800;904;323;Observación Hombres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;22/06/2020 11:56;Funciona correctamente
801;904;323;Observación Hombres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;26/10/2020 8:05;Funciona correctamente 
802;904;323;Observación Hombres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;26/02/2021 10:56;Equipo en mantenimiento correctivo
803;904;323;Observación Hombres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;27/06/2021 12:27;Funciona correctamente
804;905;323;Observación Mujeres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;2/02/2020 15:16;Funciona correctamente 
805;905;323;Observación Mujeres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;26/10/2020 8:06;Funciona correctamente 
806;905;323;Observación Mujeres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;26/02/2021 11:29;Equipo enviado a mantenimiento correctivo
807;905;323;Observación Mujeres;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;27/06/2021 12:28;Funciona correctamente
808;917;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;2/02/2020 20:50;Funciona correctamente
"Base cargador partida""";;;;;;;;;
809;917;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;21/06/2020 16:45;Base de ajuste al atril Partida.
"Funciona correctamente.""";;;;;;;;;
810;917;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;23/10/2020 8:24;Funcional
811;917;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;26/02/2021 12:36;Base atril partida
812;917;323;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;31/01/2020;27/06/2021 14:24;Funciona correctamente
813;2068;323;Reanimación;BODY GUARD;Las Mercedes;Bomba de Infusión;9/09/2020;11/12/2020 20:57;Funcionando correctamente
814;2068;323;Reanimación;BODY GUARD;Las Mercedes;Bomba de Infusión;9/09/2020;28/04/2021 9:24;Funciona correctamente
815;224;121;Quirofanos;BODY GUARD;Pamplona;Bomba de Infusión;11/12/2019;20/04/2020 6:44;Equipo funcionando correctamente
816;224;121;Quirofanos;BODY GUARD;Pamplona;Bomba de Infusión;11/12/2019;21/07/2020 8:39;Equipo funcionando correctamente
817;224;121;Quirofanos;BODY GUARD;Pamplona;Bomba de Infusión;11/12/2019;9/10/2020 17:02;Membrana de teclado presenta desgaste. 
"Base porta atril presenta daño en parte superior derecho""";;;;;;;;;
818;224;121;Quirofanos;BODY GUARD;Pamplona;Bomba de Infusión;11/12/2019;28/01/2021 9:05;Equipo en buenas condiciones de funcionamiento
819;224;121;Quirofanos;BODY GUARD;Pamplona;Bomba de Infusión;11/12/2019;23/07/2021 9:20;Equipo funcionando correctamente 
820;748;121;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;2/02/2020 18:18;Funciona correctamente 
821;748;121;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;21/06/2020 15:22;Funciona correctamente
822;748;121;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;22/10/2020 16:32;Funciona Correctamente.
823;748;121;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;26/02/2021 12:30;Funciona correctamente
824;748;121;Sala de Partos;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;27/06/2021 14:25;Funciona correctamente
825;749;121;Observación;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;2/02/2020 15:24;Batería dañada
826;749;121;Observación;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;22/06/2020 11:51;Batería principal dañada, no acepta ni mantiene carga.
"Fuera de servicio""";;;;;;;;;
827;749;121;Observación;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;23/10/2020 8:31;Carcasa desgastada, funcional
828;749;121;Observación;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;26/02/2021 10:59;Equipo enviado a mantenimiento correctivo
829;749;121;Observación;BODY GUARD;Tibú;Bomba de Infusión;25/01/2020;27/06/2021 11:38;Funciona correctamente
830;982;121;Sala de Partos;BODY GUARD;Puerto Santander;Bomba de Infusión;5/02/2020;30/01/2020 16:18;Equipo presenta error en tarjeta interna
"Debe ser remitida al laboratorio de mantenimiento """;;;;;;;;;
831;982;121;Sala de Partos;BODY GUARD;Puerto Santander;Bomba de Infusión;5/02/2020;5/06/2020 14:08;Funciona correctamente 
832;982;121;Sala de Partos;BODY GUARD;Puerto Santander;Bomba de Infusión;5/02/2020;25/09/2020 12:45;Funciona correctamente
833;982;121;Sala de Partos;BODY GUARD;Puerto Santander;Bomba de Infusión;5/02/2020;21/05/2021 10:28;Funciona correctamente
834;2137;121;Sala de Partos;BODY GUARD;Campo Dos;Bomba de Infusión;23/09/2020;19/03/2021 10:18;Equipo con error de software .
"Fuera de servicio""";;;;;;;;;
835;2137;121;Sala de Partos;BODY GUARD;Campo Dos;Bomba de Infusión;23/09/2020;21/07/2021 15:37;Funciona correctamente
836;2585;121;Sala IRA;BODY GUARD;Sardinata;Bomba de Infusión;25/11/2020;11/12/2020 14:24;Funcionando correctamente
837;2585;121;Sala IRA;BODY GUARD;Sardinata;Bomba de Infusión;25/11/2020;29/04/2021 13:09;Funciona correctamente
838;29;GRA 30L;Esterilización;STEAM MEDICAL;Las Mercedes;Autoclave;4/06/2019;11/12/2020 13:02;Equipo funcional
839;29;GRA 30L;Esterilización;STEAM MEDICAL;Las Mercedes;Autoclave;4/06/2019;28/04/2021 12:43;Bandejas, bases y resistencias desgastadas, equipo funcional
